"Activity_Code" "Subject" "Activity_Label" "variable" "mean.activity"
2 9 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Y" -0.405022798163265
2 9 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Z" -0.384710423408163
2 9 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-X" -0.341219678720408
2 9 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-Y" -0.247086151469388
2 9 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-Z" -0.215203992816327
2 9 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-X" -0.402044750408163
2 9 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Y" -0.608498592040816
2 9 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Z" -0.615125710612245
2 9 "WALKING_UPSTAIRS" "fBodyAccJerk-meanFreq()-X" -0.427211088244898
2 9 "WALKING_UPSTAIRS" "fBodyAccJerk-meanFreq()-Y" -0.52927597244898
2 9 "WALKING_UPSTAIRS" "fBodyAccJerk-meanFreq()-Z" -0.547022216326531
2 9 "WALKING_UPSTAIRS" "fBodyGyro-mean()-X" -0.313941631326531
2 9 "WALKING_UPSTAIRS" "fBodyGyro-mean()-Y" -0.499159202857143
2 9 "WALKING_UPSTAIRS" "fBodyGyro-mean()-Z" -0.327698671183673
2 9 "WALKING_UPSTAIRS" "fBodyGyro-meanFreq()-X" -0.284881768510204
2 9 "WALKING_UPSTAIRS" "fBodyGyro-meanFreq()-Y" -0.414946340204082
2 9 "WALKING_UPSTAIRS" "fBodyGyro-meanFreq()-Z" -0.507490866734694
2 9 "WALKING_UPSTAIRS" "fBodyAccMag-mean()" -0.372890348979592
2 9 "WALKING_UPSTAIRS" "fBodyAccMag-meanFreq()" -0.00195427494897959
2 9 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-mean()" -0.419533108571429
2 9 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-meanFreq()" 0.0257597455510204
2 9 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-mean()" -0.531482693877551
2 9 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-meanFreq()" -0.259962957795918
2 9 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-mean()" -0.734159449387755
2 9 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-meanFreq()" 0.136001150144898
2 9 "WALKING_UPSTAIRS" "tBodyAcc-std()-X" -0.36144437755102
2 9 "WALKING_UPSTAIRS" "tBodyAcc-std()-Y" -0.302206203816327
2 9 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.253434083542857
2 9 "WALKING_UPSTAIRS" "tGravityAcc-std()-X" -0.954383557142857
2 9 "WALKING_UPSTAIRS" "tGravityAcc-std()-Y" -0.901317321632653
2 9 "WALKING_UPSTAIRS" "tGravityAcc-std()-Z" -0.89407107877551
2 9 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-X" -0.335291644693878
2 9 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Y" -0.586147012244898
2 9 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Z" -0.647296002040816
2 9 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.343976630734694
2 9 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.400859067959184
2 9 "WALKING_UPSTAIRS" "tBodyGyro-std()-Z" -0.138176481058776
2 9 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.660419534285714
2 9 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.708604774693878
2 9 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Z" -0.65711420122449
2 9 "WALKING_UPSTAIRS" "tBodyAccMag-std()" -0.400222037142857
2 9 "WALKING_UPSTAIRS" "tGravityAccMag-std()" -0.400222037142857
2 9 "WALKING_UPSTAIRS" "tBodyAccJerkMag-std()" -0.445485397959184
2 9 "WALKING_UPSTAIRS" "tBodyGyroMag-std()" -0.425839761428571
2 9 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std()" -0.748651255510204
2 9 "WALKING_UPSTAIRS" "fBodyAcc-std()-X" -0.369815777346939
2 9 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.297641062755102
2 9 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.244081808302041
2 9 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.327421989591837
2 9 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.590112916530612
2 9 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Z" -0.677831082857143
2 9 "WALKING_UPSTAIRS" "fBodyGyro-std()-X" -0.361626377102041
2 9 "WALKING_UPSTAIRS" "fBodyGyro-std()-Y" -0.352033091612245
2 9 "WALKING_UPSTAIRS" "fBodyGyro-std()-Z" -0.165554554220408
2 9 "WALKING_UPSTAIRS" "fBodyAccMag-std()" -0.509929461428571
2 9 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-std()" -0.484935752040816
2 9 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-std()" -0.456841325204082
2 9 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-std()" -0.787781590816326
2 10 "WALKING_UPSTAIRS" "tBodyAcc-mean()-X" 0.267121853404255
2 10 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0143854920340426
2 10 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Z" -0.118180420834043
2 10 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.931861027446809
2 10 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.0565670278723404
2 10 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Z" 0.0227527702016383
2 10 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-X" 0.0648829303510638
2 10 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Y" 0.0266314282191489
2 10 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Z" -0.0513375831851064
2 10 "WALKING_UPSTAIRS" "tBodyGyro-mean()-X" 0.0733447168425532
2 10 "WALKING_UPSTAIRS" "tBodyGyro-mean()-Y" -0.0954600216446809
2 10 "WALKING_UPSTAIRS" "tBodyGyro-mean()-Z" 0.0879664182957447
2 10 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-X" -0.157212539189362
2 10 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0372348522521277
2 10 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Z" -0.036502173787234
2 10 "WALKING_UPSTAIRS" "tBodyAccMag-mean()" -0.0266623294757447
2 10 "WALKING_UPSTAIRS" "tGravityAccMag-mean()" -0.0266623294757447
2 10 "WALKING_UPSTAIRS" "tBodyAccJerkMag-mean()" -0.262038042446809
2 10 "WALKING_UPSTAIRS" "tBodyGyroMag-mean()" 0.0438573846851064
2 10 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.523462968510638
2 10 "WALKING_UPSTAIRS" "fBodyAcc-mean()-X" -0.139410790617021
2 10 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Y" -0.0390688222212766
2 10 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Z" -0.301206408085106
2 10 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-X" -0.300390927148936
2 10 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-Y" -0.0035449232893617
2 10 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-Z" -0.289969419042553
2 10 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-X" -0.20121432216383
2 10 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Y" -0.206872839212766
2 10 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Z" -0.553230667234043
2 10 "WALKING_UPSTAIRS" "fBodyAccJerk-meanFreq()-X" -0.230337514021277
2 10 "WALKING_UPSTAIRS" "fBodyAccJerk-meanFreq()-Y" -0.370854829787234
2 10 "WALKING_UPSTAIRS" "fBodyAccJerk-meanFreq()-Z" -0.328583308468085
2 10 "WALKING_UPSTAIRS" "fBodyGyro-mean()-X" -0.218524716912766
2 10 "WALKING_UPSTAIRS" "fBodyGyro-mean()-Y" -0.235858986212766
2 10 "WALKING_UPSTAIRS" "fBodyGyro-mean()-Z" -0.262763367170213
2 10 "WALKING_UPSTAIRS" "fBodyGyro-meanFreq()-X" -0.235765046724681
2 10 "WALKING_UPSTAIRS" "fBodyGyro-meanFreq()-Y" -0.421428722680851
2 10 "WALKING_UPSTAIRS" "fBodyGyro-meanFreq()-Z" -0.135478697270213
2 10 "WALKING_UPSTAIRS" "fBodyAccMag-mean()" -0.166866721574468
2 10 "WALKING_UPSTAIRS" "fBodyAccMag-meanFreq()" 0.0879049622851064
2 10 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-mean()" -0.153553147382979
2 10 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-meanFreq()" 0.178734933145745
2 10 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-mean()" -0.265371689148936
2 10 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-meanFreq()" -0.194447276040426
2 10 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-mean()" -0.600582998297872
2 10 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-meanFreq()" 0.158591030929787
2 10 "WALKING_UPSTAIRS" "tBodyAcc-std()-X" -0.161591924234043
2 10 "WALKING_UPSTAIRS" "tBodyAcc-std()-Y" -0.00555287692765957
2 10 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.0738744931340426
2 10 "WALKING_UPSTAIRS" "tGravityAcc-std()-X" -0.959216072340425
2 10 "WALKING_UPSTAIRS" "tGravityAcc-std()-Y" -0.937039417446809
2 10 "WALKING_UPSTAIRS" "tGravityAcc-std()-Z" -0.864745838297872
2 10 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-X" -0.187220175510638
2 10 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Y" -0.177803083425532
2 10 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Z" -0.607520480212766
2 10 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.308534708121277
2 10 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" 0.0411724668680851
2 10 "WALKING_UPSTAIRS" "tBodyGyro-std()-Z" -0.320509332297872
2 10 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.427291343617021
2 10 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.60462905787234
2 10 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Z" -0.482244799361702
2 10 "WALKING_UPSTAIRS" "tBodyAccMag-std()" -0.211537480214383
2 10 "WALKING_UPSTAIRS" "tGravityAccMag-std()" -0.211537480214383
2 10 "WALKING_UPSTAIRS" "tBodyAccJerkMag-std()" -0.226010197889362
2 10 "WALKING_UPSTAIRS" "tBodyGyroMag-std()" -0.113062673542979
2 10 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std()" -0.618272355319149
2 10 "WALKING_UPSTAIRS" "fBodyAcc-std()-X" -0.171957349438298
2 10 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.051628469647234
2 10 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.0342347233914894
2 10 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.247598320858298
2 10 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.202796129097872
2 10 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Z" -0.662894135319149
2 10 "WALKING_UPSTAIRS" "fBodyGyro-std()-X" -0.34130162006383
2 10 "WALKING_UPSTAIRS" "fBodyGyro-std()-Y" 0.171735785297872
2 10 "WALKING_UPSTAIRS" "fBodyGyro-std()-Z" -0.403822082765957
2 10 "WALKING_UPSTAIRS" "fBodyAccMag-std()" -0.361437534680851
2 10 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-std()" -0.334365043829787
2 10 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-std()" -0.166969377765957
2 10 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-std()" -0.67129056212766
2 11 "WALKING_UPSTAIRS" "tBodyAcc-mean()-X" 0.263775859277778
2 11 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0303157822055556
2 11 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Z" -0.106797216481481
2 11 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.892626155555556
2 11 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.343576924814815
2 11 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Z" 0.146633747092593
2 11 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-X" 0.0968561683092593
2 11 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Y" -0.0132625289255556
2 11 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Z" -0.0151463896833333
2 11 "WALKING_UPSTAIRS" "tBodyGyro-mean()-X" -0.0820909701727778
2 11 "WALKING_UPSTAIRS" "tBodyGyro-mean()-Y" -0.0566928808703704
2 11 "WALKING_UPSTAIRS" "tBodyGyro-mean()-Z" 0.0638054379968518
2 11 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-X" -0.0645245413759259
2 11 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0719834687944444
2 11 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Z" -0.046076149625
2 11 "WALKING_UPSTAIRS" "tBodyAccMag-mean()" -0.132594623759259
2 11 "WALKING_UPSTAIRS" "tGravityAccMag-mean()" -0.132594623759259
2 11 "WALKING_UPSTAIRS" "tBodyAccJerkMag-mean()" -0.509587701296296
2 11 "WALKING_UPSTAIRS" "tBodyGyroMag-mean()" -0.255048336944444
2 11 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.757314813888889
2 11 "WALKING_UPSTAIRS" "fBodyAcc-mean()-X" -0.355348902222222
2 11 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Y" -0.254645206944444
2 11 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Z" -0.551742083518519
2 11 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-X" -0.52447937047037
2 11 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-Y" -0.189232158777778
2 11 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-Z" -0.486549897222222
2 11 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-X" -0.495927371666667
2 11 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Y" -0.455317917037037
2 11 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Z" -0.765387905555556
2 11 "WALKING_UPSTAIRS" "fBodyAccJerk-meanFreq()-X" -0.446992354759259
2 11 "WALKING_UPSTAIRS" "fBodyAccJerk-meanFreq()-Y" -0.461641074074074
2 11 "WALKING_UPSTAIRS" "fBodyAccJerk-meanFreq()-Z" -0.482497119833333
2 11 "WALKING_UPSTAIRS" "fBodyGyro-mean()-X" -0.471782782222222
2 11 "WALKING_UPSTAIRS" "fBodyGyro-mean()-Y" -0.581167154444444
2 11 "WALKING_UPSTAIRS" "fBodyGyro-mean()-Z" -0.674671878518519
2 11 "WALKING_UPSTAIRS" "fBodyGyro-meanFreq()-X" -0.245040398462963
2 11 "WALKING_UPSTAIRS" "fBodyGyro-meanFreq()-Y" -0.63553191687037
2 11 "WALKING_UPSTAIRS" "fBodyGyro-meanFreq()-Z" -0.183328377796296
2 11 "WALKING_UPSTAIRS" "fBodyAccMag-mean()" -0.336061027407407
2 11 "WALKING_UPSTAIRS" "fBodyAccMag-meanFreq()" -0.137089383
2 11 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-mean()" -0.475928501666667
2 11 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-meanFreq()" 0.0149014800925926
2 11 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-mean()" -0.55009966
2 11 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-meanFreq()" -0.377996100925926
2 11 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-mean()" -0.795986113703704
2 11 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-meanFreq()" 0.0153270269092593
2 11 "WALKING_UPSTAIRS" "tBodyAcc-std()-X" -0.238802959018519
2 11 "WALKING_UPSTAIRS" "tBodyAcc-std()-Y" -0.103167501868519
2 11 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.203369399185185
2 11 "WALKING_UPSTAIRS" "tGravityAcc-std()-X" -0.953463105740741
2 11 "WALKING_UPSTAIRS" "tGravityAcc-std()-Y" -0.924360832962963
2 11 "WALKING_UPSTAIRS" "tGravityAcc-std()-Z" -0.906933171111111
2 11 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-X" -0.452961683518519
2 11 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Y" -0.428119229814815
2 11 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Z" -0.785359167222222
2 11 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.501331630185185
2 11 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.28204453962963
2 11 "WALKING_UPSTAIRS" "tBodyGyro-std()-Z" -0.694658851666667
2 11 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.660431336111111
2 11 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.809459436666667
2 11 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Z" -0.777173388518518
2 11 "WALKING_UPSTAIRS" "tBodyAccMag-std()" -0.289592148148148
2 11 "WALKING_UPSTAIRS" "tGravityAccMag-std()" -0.289592148148148
2 11 "WALKING_UPSTAIRS" "tBodyAccJerkMag-std()" -0.490485807222222
2 11 "WALKING_UPSTAIRS" "tBodyGyroMag-std()" -0.377909862407407
2 11 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std()" -0.80112703962963
2 11 "WALKING_UPSTAIRS" "fBodyAcc-std()-X" -0.198733655611111
2 11 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.0885048145574074
2 11 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.113701770190741
2 11 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.458255021296296
2 11 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.437276328518518
2 11 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Z" -0.803845087037037
2 11 "WALKING_UPSTAIRS" "fBodyGyro-std()-X" -0.517811645740741
2 11 "WALKING_UPSTAIRS" "fBodyGyro-std()-Y" -0.153787850538889
2 11 "WALKING_UPSTAIRS" "fBodyGyro-std()-Z" -0.729928728518519
2 11 "WALKING_UPSTAIRS" "fBodyAccMag-std()" -0.376027878888889
2 11 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-std()" -0.513703461481481
2 11 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-std()" -0.381223382777778
2 11 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-std()" -0.822428718888889
2 12 "WALKING_UPSTAIRS" "tBodyAcc-mean()-X" 0.272970338653846
2 12 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0263574903403846
2 12 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Z" -0.107339730115385
2 12 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.938371473269231
2 12 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.259144202692308
2 12 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Z" -0.0702503820961538
2 12 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-X" 0.0728660813846154
2 12 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Y" -0.00689494886730769
2 12 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Z" 0.00906662793461539
2 12 "WALKING_UPSTAIRS" "tBodyGyro-mean()-X" -0.0931234101769231
2 12 "WALKING_UPSTAIRS" "tBodyGyro-mean()-Y" -0.0411314519307692
2 12 "WALKING_UPSTAIRS" "tBodyGyro-mean()-Z" 0.0898022757730769
2 12 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-X" -0.0455638872076923
2 12 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0335406569057692
2 12 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0653167291865385
2 12 "WALKING_UPSTAIRS" "tBodyAccMag-mean()" -0.229183927115385
2 12 "WALKING_UPSTAIRS" "tGravityAccMag-mean()" -0.229183927115385
2 12 "WALKING_UPSTAIRS" "tBodyAccJerkMag-mean()" -0.432469300961538
2 12 "WALKING_UPSTAIRS" "tBodyGyroMag-mean()" -0.316561585961538
2 12 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-mean()" -0.674972132307692
2 12 "WALKING_UPSTAIRS" "fBodyAcc-mean()-X" -0.321447925192308
2 12 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Y" -0.168341519859615
2 12 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Z" -0.560841212692308
2 12 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-X" -0.420235639230769
2 12 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-Y" -0.105269653898077
2 12 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-Z" -0.217216987155769
2 12 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-X" -0.385843754230769
2 12 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Y" -0.333077590961538
2 12 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-Z" -0.687929868653846
2 12 "WALKING_UPSTAIRS" "fBodyAccJerk-meanFreq()-X" -0.331247540442308
2 12 "WALKING_UPSTAIRS" "fBodyAccJerk-meanFreq()-Y" -0.380249904980769
2 12 "WALKING_UPSTAIRS" "fBodyAccJerk-meanFreq()-Z" -0.323446377115385
2 12 "WALKING_UPSTAIRS" "fBodyGyro-mean()-X" -0.426360331538462
2 12 "WALKING_UPSTAIRS" "fBodyGyro-mean()-Y" -0.604711316153846
2 12 "WALKING_UPSTAIRS" "fBodyGyro-mean()-Z" -0.406080936346154
2 12 "WALKING_UPSTAIRS" "fBodyGyro-meanFreq()-X" -0.158314160701923
2 12 "WALKING_UPSTAIRS" "fBodyGyro-meanFreq()-Y" -0.351127976519231
2 12 "WALKING_UPSTAIRS" "fBodyGyro-meanFreq()-Z" -0.224541879673077
2 12 "WALKING_UPSTAIRS" "fBodyAccMag-mean()" -0.290005418653846
2 12 "WALKING_UPSTAIRS" "fBodyAccMag-meanFreq()" -0.00111843704807692
2 12 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-mean()" -0.3208844625
2 12 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-meanFreq()" 0.0842262704980769
2 12 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-mean()" -0.594032515192308
2 12 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-meanFreq()" -0.107077796403846
2 12 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-mean()" -0.714332592115385
2 12 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-meanFreq()" 0.0978624347986538
2 12 "WALKING_UPSTAIRS" "tBodyAcc-std()-X" -0.290149192307692
2 12 "WALKING_UPSTAIRS" "tBodyAcc-std()-Y" -0.103818259823077
2 12 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.436697425576923
2 12 "WALKING_UPSTAIRS" "tGravityAcc-std()-X" -0.960246289807692
2 12 "WALKING_UPSTAIRS" "tGravityAcc-std()-Y" -0.941378352307692
2 12 "WALKING_UPSTAIRS" "tGravityAcc-std()-Z" -0.938071183269231
2 12 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-X" -0.359856972115385
2 12 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Y" -0.311328991057692
2 12 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-Z" -0.719336352692308
2 12 "WALKING_UPSTAIRS" "tBodyGyro-std()-X" -0.526659296134615
2 12 "WALKING_UPSTAIRS" "tBodyGyro-std()-Y" -0.522949798269231
2 12 "WALKING_UPSTAIRS" "tBodyGyro-std()-Z" -0.349614606153846
2 12 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.549999188461539
2 12 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.761195612692308
2 12 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Z" -0.606412096538462
2 12 "WALKING_UPSTAIRS" "tBodyAccMag-std()" -0.285844036153846
2 12 "WALKING_UPSTAIRS" "tGravityAccMag-std()" -0.285844036153846
2 12 "WALKING_UPSTAIRS" "tBodyAccJerkMag-std()" -0.329827968269231
2 12 "WALKING_UPSTAIRS" "tBodyGyroMag-std()" -0.525686949063462
2 12 "WALKING_UPSTAIRS" "tBodyGyroJerkMag-std()" -0.713406712307692
2 12 "WALKING_UPSTAIRS" "fBodyAcc-std()-X" -0.278929748076923
2 12 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.130175559028846
2 12 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.418599992115385
2 12 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-X" -0.39060122
2 12 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Y" -0.335926381307692
2 12 "WALKING_UPSTAIRS" "fBodyAccJerk-std()-Z" -0.750114855961538
2 12 "WALKING_UPSTAIRS" "fBodyGyro-std()-X" -0.5604629635
2 12 "WALKING_UPSTAIRS" "fBodyGyro-std()-Y" -0.483918390576923
2 12 "WALKING_UPSTAIRS" "fBodyGyro-std()-Z" -0.396095719423077
2 12 "WALKING_UPSTAIRS" "fBodyAccMag-std()" -0.395285130961538
2 12 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag-std()" -0.346565141730769
2 12 "WALKING_UPSTAIRS" "fBodyBodyGyroMag-std()" -0.564435086711538
2 12 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag-std()" -0.733130764423077
2 13 "WALKING_UPSTAIRS" "tBodyAcc-mean()-X" 0.258203939581818
2 13 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0277392253910909
2 13 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Z" -0.125767265890909
2 13 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.847634313454545
2 13 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.357404501636364
2 13 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Z" -0.207507170584727
2 13 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-X" 0.0692442067545455
2 13 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Y" -0.00128009758363636
2 13 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Z" -0.0254126299290909
2 13 "WALKING_UPSTAIRS" "tBodyGyro-mean()-X" -0.13829376226
2 13 "WALKING_UPSTAIRS" "tBodyGyro-mean()-Y" 0.00381966911090909
2 13 "WALKING_UPSTAIRS" "tBodyGyro-mean()-Z" 0.116679563256364
2 13 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-X" -0.0664817176345455
2 13 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0453051954036364
2 13 "WALKING_UPSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0661653916327273
2 13 "WALKING_UPSTAIRS" "tBodyAccMag-mean()" -0.10115350174
